Tracker,Video,Average IoU,STD IoU,Average FPS,STD FPS,N Failures
Vit,video000,0.8561461549444975,0.05565934531572653,52.79282600971548,7.091476151563812,0
Vit,video00100,0.8514869448933584,0.04048040767578678,54.42942478082167,3.30422831180473,0
Vit,video00104,0.9476811079397044,0.02852739884537712,53.97711539019054,6.713467451388879,0
Vit,video00108,0.8505733505435427,0.07507021596863762,45.24401738664334,5.0810732213416845,0
Vit,video00112,0.875704158297449,0.0705034036434695,66.08179112211062,4.146874214090139,0
Vit,video00116,0.9380901893754264,0.01977631624280683,62.90759437347165,4.519092544441313,0
Vit,video0012,0.7138538069738048,0.09948690265350751,81.67823584748322,9.201884308522489,0
Vit,video00120,0.7535074349307467,0.14673371634912527,50.507156097824364,13.943986812556348,0
Vit,video00124,0.8541923781331109,0.0529710499431877,81.71276205919875,10.341072508980345,0
Vit,video00128,0.4638438906447731,0.29281514137737824,67.35942859097914,6.448053212968931,0
Vit,video00132,0.799048391020944,0.10039564960866583,70.92109005614289,4.963015720693999,0
Vit,video00136,0.7930593322201364,0.1576043320234691,83.21308755544439,5.640772324194278,0
Vit,video00140,0.8692545607640326,0.06844498408552757,75.98475989494933,5.688793763062947,0
Vit,video00144,0.8922387000285573,0.04528110583142415,83.75339750751773,8.760318806427238,0
Vit,video00148,0.8880450675115117,0.03855781913449599,74.34477037905896,5.768591246876682,0
Vit,video00152,0.7200711528810599,0.08707969254876707,43.40969128407307,6.605372852146055,0
Vit,video00156,0.6073870560071333,0.12253281013071622,81.93123322587219,11.973223890641096,0
Vit,video0016,0.2728121764090904,0.22765651241292803,65.36135444465178,6.549748822629901,0
Vit,video00160,0.34018777311459647,0.3509058638231933,68.83794709737644,4.664998167627831,0
Vit,video00164,0.74112557682982,0.08914157547460935,51.93769996568423,4.1965065171497296,0
Vit,video00168,0.7290332683855466,0.125263635792764,71.00726740895084,7.47679495642669,0
Vit,video00172,0.9166825071304927,0.030572261046648938,69.5079890899239,3.9895839112964024,0
Vit,video00176,0.14574389701537654,0.23915312391476176,42.364415199501984,12.088750282886329,0
Vit,video0020,0.44474986978015246,0.3799064422007841,73.03289890925879,6.160095842655801,0
Vit,video0024,0.3869241627761344,0.32706913520171965,64.9547626592425,4.339647012791407,0
Vit,video0028,0.8795625399137499,0.07279728416037554,48.25405933772292,3.8551750591433818,0
Vit,video0032,0.6161029333897388,0.34132753040887065,51.815510208518475,4.166718425748735,0
Vit,video0036,0.8354171394608916,0.0685877737934212,54.623165772317904,4.1757813457192094,0
Vit,video004,0.8784499277714793,0.02727840292671169,47.244524969102606,7.96533840085997,0
Vit,video0040,0.5089967607056671,0.09872002115810724,42.05118061890738,4.4756858177438374,0
Vit,video0044,0.804213852001296,0.05159299528122854,58.17146117344979,3.01582253901311,0
Vit,video0048,0.5999540884914585,0.32172549847298043,51.679991652602205,4.078349005928806,0
Vit,video0052,0.6223610533458863,0.21628510143340238,54.43431811667884,7.404139260707157,0
Vit,video0056,0.20309102221159206,0.25108382733820306,48.07993161789489,9.228862530631487,0
Vit,video0060,0.881178445553613,0.04806635147466507,57.11465421724338,3.5264788845162225,0
Vit,video0064,0.5910918643516762,0.14783180858335176,38.49787553312874,5.188761883805648,0
Vit,video0068,0.8929571768151331,0.06142073761844879,57.560574686231156,4.392913185405777,0
Vit,video0072,0.8187496143402683,0.16927821246562483,68.80351054867548,5.780376733703653,0
Vit,video0076,0.3013854895595956,0.27954171534008115,48.78116817130706,6.333823932431447,0
Vit,video008,0.7088408259118318,0.09672466246993125,44.08635749769489,6.423090524899898,0
Vit,video0080,0.806676623062852,0.09809472801656424,40.70152740308964,5.190161068755458,0
Vit,video0084,0.9136018726466085,0.04427428755556117,60.55285782781789,4.577769760960059,0
Vit,video0088,0.7098281551136518,0.07352876456625239,55.999949507137565,3.5419844908937628,0
Vit,video0092,0.7080266324751924,0.0927607331027931,44.734613009523265,4.729417841062935,0
Vit,video0096,0.8972102863371578,0.04777141851087746,61.61109814238701,4.80910948998979,0
