Tracker,Video,Average IoU,STD IoU,Average FPS,STD FPS,N Failures
DaSiamRPN,video000,0.6156725681504829,0.1444475320605702,12.088103879950463,0.6507289618415245,0
DaSiamRPN,video00100,0.8650702527772053,0.05025466216126477,12.097370542399283,0.4366393253666734,0
DaSiamRPN,video00104,0.7759517778620615,0.04398552214215259,11.72653388807048,0.5126347987212901,0
DaSiamRPN,video00108,0.4037174710810122,0.22548130188118112,11.408016429357918,0.7649518029322763,0
DaSiamRPN,video00112,0.8385933139242318,0.06255860067733747,11.593790919995381,0.6268121657201127,0
DaSiamRPN,video00116,0.7818551280148124,0.039409573706913656,11.432080515114663,0.6427515182708836,0
DaSiamRPN,video0012,0.6538783865673035,0.09199579058058001,12.165447406068182,0.7117238344307256,0
DaSiamRPN,video00120,0.6582371951472742,0.23263506456153032,10.788629702664382,0.9421483533153793,0
DaSiamRPN,video00124,0.7616811167165672,0.10843132096076565,12.129112239576653,0.7709595269560309,0
DaSiamRPN,video00128,0.2897871612728819,0.24717902642814854,11.996323112728565,0.4822173226410342,0
DaSiamRPN,video00132,0.6151892226414848,0.1799765659373162,12.256470915109439,0.5351061469327405,0
DaSiamRPN,video00136,0.7621057846101408,0.1473447327483515,12.447848195963857,0.646369122990893,0
DaSiamRPN,video00140,0.5052338964712607,0.3512932378976606,12.400029078161086,0.4180832904276805,0
DaSiamRPN,video00144,0.7917865935014842,0.08810259911762158,12.502008878602146,0.6815687082119073,0
DaSiamRPN,video00148,0.8078689116903975,0.05664293904853835,12.057492638148327,0.48819737523877843,0
DaSiamRPN,video00152,0.23452899541395725,0.2535131283300274,11.838407891518964,0.7099488079035621,0
DaSiamRPN,video00156,0.4413501359368232,0.11903106425956705,12.28904459570619,0.5997436293669741,0
DaSiamRPN,video0016,0.44787971299114593,0.3032515460429062,11.633197612061698,0.5484595061518155,0
DaSiamRPN,video00160,0.07058642926776007,0.18148861637475336,12.242861850305548,0.4286304195097832,0
DaSiamRPN,video00164,0.6653567042363315,0.15181748895743608,11.21752907076739,0.3717462481724335,0
DaSiamRPN,video00168,0.636022711915315,0.1183910026300661,12.239356952034791,0.4645270720234079,0
DaSiamRPN,video00172,0.8440614941987639,0.03493750345422655,11.738408429720957,0.6034526373921283,0
DaSiamRPN,video00176,0.122462374783439,0.19746364503144267,12.30739151517184,0.6750083271456683,0
DaSiamRPN,video0020,0.142739216116407,0.2854089577573789,12.53247057815139,0.6145900258150467,0
DaSiamRPN,video0024,0.6436732143574085,0.24968900507772349,12.506209620837069,0.6906036408357646,0
DaSiamRPN,video0028,0.8846740690390805,0.06471631445138015,11.688874840039482,0.3622756934578875,0
DaSiamRPN,video0032,0.5546580663622394,0.32701045202576184,12.17399754091906,0.6065400707874256,0
DaSiamRPN,video0036,0.7046677249341525,0.043897462179989945,12.203488981723249,0.53304368526856,0
DaSiamRPN,video004,0.7927817505432317,0.0724417046803599,10.456143390056836,1.239121664228661,0
DaSiamRPN,video0040,0.3412869567007083,0.11391427375356991,10.999593453492984,0.7305180137066517,0
DaSiamRPN,video0044,0.6436388651878077,0.1860391047021243,12.294418814219188,0.8113361694558567,0
DaSiamRPN,video0048,0.7685391543367928,0.09093936190143775,10.762662375976962,0.7127675849706857,0
DaSiamRPN,video0052,0.6255341788354982,0.31008647776064047,11.008483994857245,0.6754077754121455,0
DaSiamRPN,video0056,0.19972847172241803,0.1955002711675919,11.107832618700348,0.6051471570676165,0
DaSiamRPN,video0060,0.8389452038470615,0.08569917323692396,10.82826910907168,0.7308590085276716,0
DaSiamRPN,video0064,0.3378633567331083,0.1548217792485933,9.597770513074927,0.7758739247273942,0
DaSiamRPN,video0068,0.7863238415219113,0.1581651749878369,10.573623832284486,0.7951122823793889,0
DaSiamRPN,video0072,0.6829538340505847,0.12367232740531942,10.804470052780772,0.7013885726707506,0
DaSiamRPN,video0076,0.20759813475804648,0.27322975878005235,10.236823458708603,0.6400318724256373,0
DaSiamRPN,video008,0.7498399394409221,0.10944738326884429,9.371394524732644,0.778273436115785,0
DaSiamRPN,video0080,0.4437040416387088,0.2120780019041116,9.976072568802012,0.5840598362099967,0
DaSiamRPN,video0084,0.8201132702002087,0.044495952244779785,11.368322358908317,0.8213550926559349,0
DaSiamRPN,video0088,0.6267493427322874,0.07368763835546263,10.400520764839536,1.253313241465216,0
DaSiamRPN,video0092,0.7539764586497748,0.04912504069698509,10.517003838600663,0.7089437690807022,0
DaSiamRPN,video0096,0.810386958477949,0.03825168061561176,11.402910229600273,0.5008130833630551,0
