Tracker,Video,Average IoU,STD IoU,Average FPS,STD FPS,N Failures
TLD,video000,0.3063994719889173,0.2922819501568195,9.466211263597678,0.6258072258210587,0
TLD,video001,0.542406781681936,0.14009617714379602,8.616630843248522,0.4077324209699764,0
TLD,video0010,0.10827753213628258,0.20902412192159617,3.6277343896853695,0.2141379521013228,0
TLD,video00100,0.586107154394756,0.2255407513003823,4.596391960176294,0.5282199237880466,9
TLD,video00101,0.08571833610697566,0.22177595559063396,14.329990609205128,1.6629404777787815,77
TLD,video00102,0.3061756020058408,0.284462611060696,4.140578962085496,0.16143315733693162,0
TLD,video00103,0.07854627533507656,0.1950920265497191,5.677472597167955,0.19488602796595275,0
TLD,video00104,0.541006514974954,0.16047403065332233,5.618908210751763,0.5804400242684938,0
TLD,video00105,0.010072046000142863,0.07826387861996678,4.842433947191329,0.2822483345265524,0
TLD,video00106,0.32070432809653426,0.24477547910774544,12.218875317869484,2.238621389605375,0
TLD,video00107,0.17840617166270853,0.16643967453578334,8.895956596586846,0.5792775627209953,0
TLD,video00108,0.08168059699295926,0.21629308421831828,7.295351920524098,0.4728979584815732,0
TLD,video00109,0.10608467258514541,0.19532894324010042,4.866869252319913,0.47782589856426183,9
TLD,video0011,0.33968583686573295,0.2082789984620345,10.096192414499605,1.1526558897349921,0
TLD,video00110,0.30247285031898735,0.272076122409061,8.292838714688244,0.4080383099531232,0
TLD,video00111,0.06507962496051253,0.23874211131895132,5.23239223479971,0.33797050026800696,121
TLD,video00112,0.25156448133901427,0.34408462142209184,3.9016031403740654,0.44921871771894134,0
TLD,video00113,0.5484054648402548,0.051331530124402926,6.29971480267585,0.3403777309353813,0
TLD,video00114,0.3199365223617866,0.3334330193680527,7.093832945084737,0.40457988383357624,0
TLD,video00115,0.42815075717059975,0.132821948642742,5.023580652701228,0.3894521072045977,0
TLD,video00116,0.2366101719558322,0.1296496721942771,12.782528182295875,0.8429789838492361,0
TLD,video00117,0.5499868935800863,0.08040771099856096,12.065807675377396,0.4023527949132951,0
TLD,video00118,0.1348502603173098,0.18637449465093625,6.787123336875621,0.5757777613991895,0
TLD,video00119,0.2272476626417806,0.28036668797021963,5.527194222899081,0.1867477338337783,0
TLD,video0012,0.2031320544485072,0.21449462460709462,32.1766329684135,11.52882934072116,16
TLD,video00120,0.12344455786096539,0.21424160756605765,5.574656604041631,0.2220751845016204,0
TLD,video00121,0.043417399394428985,0.16077758506258277,5.150814328487336,0.3764435920835284,0
TLD,video00122,0.2521689692964802,0.3083151504412938,6.29646190699561,0.19229035421490034,0
TLD,video00123,0.5652835681321629,0.09495370016627512,6.406775494402582,0.41094056634574067,0
TLD,video00124,0.3078042523930971,0.21537886468803225,25.450862270197188,9.8271963653679,0
TLD,video00125,0.053980048324173906,0.1724011899337381,4.242386888837939,0.4618203972675169,0
TLD,video00126,0.07484457155163139,0.12510401542902694,5.740978057145599,0.36898473480411204,0
TLD,video00127,0.1734547207735977,0.20838893687494536,6.248553167075841,0.17862990130855033,0
TLD,video00128,0.21018365755265095,0.20054370612757708,4.83472183121436,0.24628785363038638,1
TLD,video00129,0.015333923456945042,0.09507271282487839,4.104752027878336,0.18496765076287477,0
TLD,video0013,0.2600379474971997,0.28776604161152713,15.261595484830094,0.8468285447094311,0
TLD,video00130,0.06577353522065246,0.17047379851367314,9.723730069613618,0.98960554032427,0
TLD,video00131,0.02023107399049956,0.0795585781054362,5.8604810585803815,1.7799857499157992,76
TLD,video00132,0.5697042529164623,0.20251457061271885,7.994510415458686,0.9744599710627967,0
TLD,video00133,0.2967242144263508,0.28760309988139615,19.13445789740921,1.556984561712004,1
TLD,video00134,0.0,0.0,17.813816342467373,3.772522282410569,0
TLD,video00135,0.2161135859382938,0.24542487968888269,4.609445567095206,0.35725431399018975,3
TLD,video00136,0.34780316257362015,0.4034845456634938,27.075562636083976,6.855539801225406,0
TLD,video00137,0.2523866146504347,0.2352166110626011,12.694291990211198,1.4964806563870978,8
TLD,video00138,0.042257122062541244,0.13125757267214042,6.190841980007809,0.5841331181496905,0
TLD,video00139,0.23776834154235665,0.3156913632651072,3.8565896423063184,0.2687261501274039,0
TLD,video0014,0.09623068180318904,0.22933926657918308,19.14226653188475,1.8142884924935652,0
TLD,video00140,0.13329880700500638,0.2913070995649879,7.591294958097127,0.7218530207695216,3
TLD,video00141,0.3031123572540044,0.26722974538581995,7.128275802143997,0.3099395952878893,0
TLD,video00142,0.25069295396911795,0.2862669639916982,6.442665685432918,0.2711376299995677,1
TLD,video00143,0.05137169573729061,0.1658719601539898,4.087273365442124,0.2785304069338836,0
TLD,video00144,0.5262392319766563,0.20365641423353753,32.749772909354185,4.803588051784994,0
TLD,video00145,0.04740177588947758,0.16967173933218668,6.198419283933187,0.2608245735993915,0
TLD,video00146,0.031077070444319586,0.1290185061173831,7.887361510623774,0.23252751134564556,0
TLD,video00147,0.08744503955274538,0.19501723071759203,10.625383192860465,0.9594285511411831,0
TLD,video00148,0.19608974882641786,0.258946570172196,11.045556006171369,0.8507882318530604,0
TLD,video00149,0.39918687474422937,0.13973199859966523,27.685546829009315,9.41027138841913,1
TLD,video0015,0.08015551414605251,0.1728622215774935,12.48014886089323,0.9081899051496565,0
TLD,video00150,0.00042161335798766814,0.0024950339713700536,8.71487705274976,0.42424758352483327,0
TLD,video00151,0.05157051146208409,0.12741529258161713,29.077468776695415,4.365922778821302,0
TLD,video00152,0.0414398136285974,0.17113310119876957,8.785392854901101,0.3440632751264649,1
TLD,video00153,0.03020677186744173,0.14812418452955073,9.530073112940011,0.255280500693274,0
TLD,video00154,0.09021296915292774,0.22049632074929484,5.821508120529588,0.24957115069426275,0
TLD,video00155,0.4761934402188155,0.1932463598177943,14.681796512483464,3.932506029946197,23
TLD,video00156,0.13787095646356323,0.22753778295414792,26.71389931558341,3.937837427666858,0
TLD,video00157,0.1196777918187029,0.1961879777843016,11.40808156779228,0.9578487769634126,0
TLD,video00158,0.16909805747029288,0.2757054469243395,16.450121887691655,1.0661636464424271,3
TLD,video00159,0.0,0.0,2.165086574880365,0.2100671889253831,0
TLD,video0016,0.21386515692687783,0.21527441404216008,7.951037119136402,0.3539129208229932,0
TLD,video00160,0.0,0.0,10.567502894674789,0.548084756196762,79
TLD,video00161,0.017120263170181792,0.10552584266048788,7.067019167219398,0.6381832439977239,0
TLD,video00162,0.11634176762130799,0.23076059142176503,4.299467550874715,0.36432059535298156,0
TLD,video00163,0.25723399484757886,0.21470336710284485,7.872149090801347,0.5873866185154201,0
TLD,video00164,0.4096886975659295,0.3102549549360243,6.866891559121308,0.2799342630156837,0
TLD,video00165,0.09129675576906834,0.1503898889866189,11.331547461355246,1.0546532233035348,0
TLD,video00166,0.2197613012847961,0.21194850334629312,7.8259968056877085,0.2827933618931057,0
TLD,video00167,0.014672385096472302,0.08533800251847505,5.01956498876476,0.792530532385948,0
TLD,video00168,0.024721037499511964,0.0667263389792989,12.656573175195046,0.8340274607429411,1
TLD,video00169,0.0002807939166787173,0.0016203562689777653,11.256004401240983,0.29909877489354114,0
TLD,video0017,0.08316120434961369,0.17308137810196286,6.766787098370425,0.6616422204391875,0
TLD,video00170,0.3921352515120868,0.12182094757874126,19.7595108060357,2.796621580865526,0
TLD,video00171,0.18983945528652213,0.19519241160193282,7.721312201216255,0.5309018524232478,1
TLD,video00172,0.5246893860176522,0.14286462912966597,5.625525031049797,0.33000743387906173,0
TLD,video00173,0.003336473540751995,0.043096963337671906,4.401883263894139,0.3413869424207565,0
